Lease_Number,Production_Date,Product_Code,Mon_Oil_Volume,Mon_Gas_Volume,Operator_Number
G06655,4/1/2019,O,0,0,2899
G06655,4/1/2019,O,590,355,2899
G06655,4/1/2019,O,402,1229,2899
G06668,4/1/2019,O,0,0,3151
G06668,4/1/2019,O,28,26,3151
G06668,4/1/2019,G,0,0,3151
G06668,4/1/2019,G,0,30995,3151
G06668,4/1/2019,U,0,0,3151
G06848,4/1/2019,U,0,0,540
G06848,4/1/2019,G,52,154874,540
G06850,4/1/2019,G,0,152130,3151
G06886,4/1/2019,G,1046,105276,3148
G06886,4/1/2019,G,1362,126839,3148
G06886,4/1/2019,G,1235,123463,3148
G06886,4/1/2019,U,0,0,3148
G06893,4/1/2019,U,0,0,1834
G06893,4/1/2019,G,8,4704,1834
G06893,4/1/2019,O,12838,21177,1834
G06893,4/1/2019,G,2584,189238,1834
G06893,4/1/2019,O,11212,43802,1834
G06893,4/1/2019,G,0,0,1834
G06894,4/1/2019,U,0,0,981
G06894,4/1/2019,O,15707,25827,981
G06894,4/1/2019,G,0,0,981
G06894,4/1/2019,O,0,0,981
G06894,4/1/2019,O,132672,187307,981
G06894,4/1/2019,O,16729,21315,981
G06894,4/1/2019,O,17734,15124,981
G06896,4/1/2019,U,0,0,1834
G06896,4/1/2019,O,6048,6131,1834
G06896,4/1/2019,O,10103,17765,1834
G06898,4/1/2019,O,0,0,1834
G06898,4/1/2019,U,0,0,1834
G06898,4/1/2019,O,2191,354,1834
G06898,4/1/2019,O,1435,4159,1834
G06898,4/1/2019,O,911,6120,1834
G06898,4/1/2019,O,1681,5010,1834
G06898,4/1/2019,G,0,0,1834
G06899,4/1/2019,O,0,0,1834
G06899,4/1/2019,O,1565,5181,1834
G06899,4/1/2019,O,7882,41782,1834
G06921,4/1/2019,O,0,0,3026
G06981,4/1/2019,O,34865,37985,689
G07049,4/1/2019,O,0,0,162
G07049,4/1/2019,O,27100,43017,162
G07049,4/1/2019,O,37200,99043,162
G07397,4/1/2019,U,0,0,3295
G07461,4/1/2019,U,0,0,59
G07461,4/1/2019,O,8648,13944,59
G07462,4/1/2019,G,0,0,59
G07462,4/1/2019,U,0,0,59
G07462,4/1/2019,G,19613,62179,59
G07462,4/1/2019,O,5388,15014,59
G07493,4/1/2019,G,8048,46064,689
G07493,4/1/2019,G,0,0,689
G07493,4/1/2019,G,40505,247848,689
G07493,4/1/2019,U,0,0,689
G07493,4/1/2019,G,69596,697314,689
G07493,4/1/2019,O,40097,77062,689
G07493,4/1/2019,G,22356,210217,689
G07493,4/1/2019,O,0,0,689
G07493,4/1/2019,G,166036,912668,689
G07493,4/1/2019,O,67223,110665,689
G07493,4/1/2019,G,40498,256237,689
G07493,4/1/2019,O,136757,283473,689
G07498,4/1/2019,U,0,0,689
G07703,4/1/2019,G,0,0,3151
G07703,4/1/2019,U,0,0,3151
G07736,4/1/2019,U,0,0,2628
G07736,4/1/2019,G,0,0,2628
G07746,4/1/2019,U,0,0,2970
G07746,4/1/2019,O,267,210,2970
G07750,4/1/2019,U,0,0,3151
G07750,4/1/2019,G,0,0,3151
G07750,4/1/2019,O,599,575,3151
G07750,4/1/2019,O,1014,919,3151
G07760,4/1/2019,G,0,289,1284
G07760,4/1/2019,O,16863,12962,1284
G07760,4/1/2019,G,0,0,1284
G07760,4/1/2019,O,0,0,1284
G07760,4/1/2019,O,920,707,1284
G07760,4/1/2019,G,66,255,1284
G07760,4/1/2019,O,1008,715,1284
G07760,4/1/2019,O,8254,8826,1284
G07760,4/1/2019,O,5365,3387,1284
G07780,4/1/2019,O,0,0,3295
G07799,4/1/2019,U,0,0,3295
G07799,4/1/2019,O,0,0,3295
G07799,4/1/2019,O,845,385,3295
G07799,4/1/2019,G,15304,42097,3295
G07799,4/1/2019,G,0,0,3295
G07827,4/1/2019,U,0,0,3295
G07827,4/1/2019,G,0,0,3295
G07827,4/1/2019,G,0,22,3295
G07827,4/1/2019,G,0,2367,3295
G07827,4/1/2019,G,0,1189,3295
G07890,4/1/2019,U,0,0,2899
G07898,4/1/2019,U,0,0,3295
G07917,4/1/2019,O,873,15572,3247
G07917,4/1/2019,O,315,359,3247
G07917,4/1/2019,O,0,0,3247
G07917,4/1/2019,G,0,0,3247
G07917,4/1/2019,U,0,0,3247
G07917,4/1/2019,O,518,1401,3247
G07917,4/1/2019,O,1855,4522,3247
G07917,4/1/2019,G,667,62346,3247
G07917,4/1/2019,O,1881,38528,3247
G07917,4/1/2019,O,31052,36665,3247
G07923,4/1/2019,U,0,0,1834
G07923,4/1/2019,O,784,1756,1834
G07923,4/1/2019,O,774,4270,1834
G07923,4/1/2019,G,0,12049,1834
G07923,4/1/2019,G,1766,1782,1834
G07937,4/1/2019,O,16489,15437,2481
G07937,4/1/2019,O,18421,7268,2481
G07937,4/1/2019,O,231131,483442,2481
G07937,4/1/2019,O,36961,14081,2481
G07944,4/1/2019,O,64814,76241,2481
G07944,4/1/2019,O,14333,12470,2481
G07944,4/1/2019,O,108022,112859,2481
G07944,4/1/2019,O,87073,62222,2481
G07957,4/1/2019,U,0,0,689
G07957,4/1/2019,O,251248,275533,689
G07957,4/1/2019,O,32621,77200,689
G07957,4/1/2019,O,0,0,689
G07957,4/1/2019,O,79233,55477,689
G07957,4/1/2019,O,55938,61519,689
G07957,4/1/2019,O,229949,271317,689
G07958,4/1/2019,O,194755,109280,689
G07958,4/1/2019,O,0,0,689
G07958,4/1/2019,O,1192,1015,689
G07958,4/1/2019,U,0,0,689
G07962,4/1/2019,U,0,0,689
G07962,4/1/2019,O,161215,200303,689
G07962,4/1/2019,O,0,0,689
G07962,4/1/2019,O,422729,459520,689
G07962,4/1/2019,O,686898,924815,689
G07962,4/1/2019,O,255011,269569,689
G07962,4/1/2019,O,44982,92711,689
G07963,4/1/2019,U,0,0,689
G07963,4/1/2019,O,220458,145744,689
G07963,4/1/2019,O,215621,262246,689
G07963,4/1/2019,S,0,0,689
G07963,4/1/2019,O,5696,8742,689
G07963,4/1/2019,O,220751,156330,689
G07963,4/1/2019,O,130876,201112,689
G07963,4/1/2019,O,71825,68898,689
G07963,4/1/2019,O,40416,60178,689
G07963,4/1/2019,O,135953,265656,689
G07963,4/1/2019,O,62535,91286,689
G07963,4/1/2019,O,84151,83653,689
G07963,4/1/2019,O,126687,191901,689
G07963,4/1/2019,O,76437,121109,689
G07963,4/1/2019,O,112198,72923,689
G07963,4/1/2019,O,239915,274325,689
G07963,4/1/2019,O,161057,125840,689
G07969,4/1/2019,O,0,0,689
G07975,4/1/2019,U,0,0,689
G07975,4/1/2019,O,129642,120374,689
G07975,4/1/2019,O,0,0,689
G07975,4/1/2019,O,80521,73179,689
G07976,4/1/2019,U,0,0,689
G07976,4/1/2019,O,0,0,689
G07976,4/1/2019,O,50881,45875,689
G07995,4/1/2019,U,0,0,3026
G07995,4/1/2019,O,34629,63629,3026
G07995,4/1/2019,O,10341,17562,3026
G07995,4/1/2019,O,0,0,3026
G07995,4/1/2019,O,8818,38756,3026
G07996,4/1/2019,U,0,0,78
G07996,4/1/2019,O,13989,14272,78
G07996,4/1/2019,O,19947,23134,78
G07998,4/1/2019,U,0,0,3026
G07998,4/1/2019,O,18273,15734,3026
G07998,4/1/2019,O,8874,9738,3026
G07998,4/1/2019,O,17881,18596,3026
G08010,4/1/2019,O,0,0,162
G08010,4/1/2019,O,16196,6335,162
G08010,4/1/2019,O,19365,29908,162
G08035,4/1/2019,O,25634,22716,2010
G08035,4/1/2019,O,0,0,2010
G08035,4/1/2019,O,19569,15915,2010
G08035,4/1/2019,O,26685,21420,2010
G08035,4/1/2019,O,49661,42717,2010
G08035,4/1/2019,O,35201,27118,2010
G08038,4/1/2019,O,12977,12021,2010
G08241,4/1/2019,G,121437,559779,689
G08241,4/1/2019,O,26660,60363,689
G08241,4/1/2019,O,34929,158460,689
G08241,4/1/2019,G,59636,181908,689
G08461,4/1/2019,O,39,55,3481
G08461,4/1/2019,O,1222,1625,3481
G08461,4/1/2019,U,0,0,3481
G08461,4/1/2019,O,380,1530,3481
G08461,4/1/2019,O,1719,1525,3481
G08461,4/1/2019,O,3092,1540,3481
G08461,4/1/2019,O,0,0,3481
G08461,4/1/2019,O,832,1656,3481
G08461,4/1/2019,G,86,1656,3481
G08467,4/1/2019,O,0,0,3295
G08469,4/1/2019,U,0,0,981
G08475,4/1/2019,U,0,0,1834
G08475,4/1/2019,O,17359,43601,1834
G08475,4/1/2019,O,57326,127519,1834
G08483,4/1/2019,G,0,0,2375
G08483,4/1/2019,O,0,0,1834
G08483,4/1/2019,O,3173,3524,1834
G08484,4/1/2019,O,67332,69738,981
G08484,4/1/2019,O,49519,115152,981
G08484,4/1/2019,U,0,0,981
G08484,4/1/2019,O,210244,185963,981
G08496,4/1/2019,G,0,0,689
G08496,4/1/2019,O,93425,223852,689
G08658,4/1/2019,G,0,0,3295
G08658,4/1/2019,U,0,0,3295
G08658,4/1/2019,O,0,0,3295
G08680,4/1/2019,G,0,0,3295
G08684,4/1/2019,G,0,0,3151
G08684,4/1/2019,O,131,639,3151
G08684,4/1/2019,O,5848,4960,3151
G08684,4/1/2019,O,0,0,3151
G08735,4/1/2019,G,218,31485,730
G08735,4/1/2019,U,0,0,730
G08736,4/1/2019,G,4930,6209,730
G08736,4/1/2019,O,6685,13015,730
G08736,4/1/2019,O,1792,5855,730
G08736,4/1/2019,O,5110,30211,730
G08736,4/1/2019,O,2369,5848,730
G08736,4/1/2019,O,3418,2764,730
G08760,4/1/2019,O,592,212,3295
G08760,4/1/2019,O,632,0,3295
G08760,4/1/2019,O,3390,661,3295
G08760,4/1/2019,O,0,0,3295
G08760,4/1/2019,O,2219,450,3295
G08760,4/1/2019,O,725,395,3295
G08784,4/1/2019,O,13047,139278,1834
G08784,4/1/2019,G,0,0,1834
G08797,4/1/2019,O,0,0,981
G08823,4/1/2019,O,0,0,2481
G08823,4/1/2019,O,19318,2027,2481
G08831,4/1/2019,O,75928,573497,2481
G08852,4/1/2019,O,12292,9372,689
G08852,4/1/2019,O,120570,171361,689
G09183,4/1/2019,O,0,0,981
G09183,4/1/2019,G,0,482,981
G09184,4/1/2019,O,3931,3052,981
G09184,4/1/2019,O,15934,19642,981
G09184,4/1/2019,O,0,0,981
G09184,4/1/2019,U,0,0,981
G09216,4/1/2019,G,162351,519057,59
G09216,4/1/2019,G,34745,116713,59
G09216,4/1/2019,G,234158,879701,59
G09216,4/1/2019,G,0,0,59
G09216,4/1/2019,G,308685,1140894,59
G09216,4/1/2019,O,11669,22221,59
G09383,4/1/2019,U,0,0,3026
G09384,4/1/2019,U,0,0,3026
G09386,4/1/2019,U,0,0,3026
G09387,4/1/2019,U,0,0,3026
G09387,4/1/2019,O,0,95960,2970
G09478,4/1/2019,G,0,0,3295
G09478,4/1/2019,U,0,0,3295
G09478,4/1/2019,O,0,0,3295
G09514,4/1/2019,O,1114,1444,3295
G09514,4/1/2019,G,1058,1645,3295
G09514,4/1/2019,U,0,0,3295
G09514,4/1/2019,O,1353,2368,3295
G09514,4/1/2019,O,3707,882,3295
G09522,4/1/2019,G,0,0,3295
G09524,4/1/2019,U,0,0,3295
G09524,4/1/2019,O,4186,35113,3295
G09524,4/1/2019,G,0,0,3295
G09614,4/1/2019,O,0,0,3295
G09614,4/1/2019,U,0,0,3295
G09614,4/1/2019,O,8924,17358,3295
G09627,4/1/2019,G,0,0,2800
G09627,4/1/2019,O,0,0,2800
G09631,4/1/2019,G,0,0,1284
G09631,4/1/2019,O,101,151,1284
G09637,4/1/2019,O,2,2,3247
G09637,4/1/2019,O,17505,13643,2628
G09637,4/1/2019,O,0,0,2628
G09637,4/1/2019,G,0,0,2628
G09743,4/1/2019,G,0,12840,3255
G09743,4/1/2019,O,0,0,3255
G09771,4/1/2019,U,0,0,1834
G09771,4/1/2019,O,109256,99295,1834
G09771,4/1/2019,O,0,0,1834
G09771,4/1/2019,O,4844,11997,1834
G09771,4/1/2019,O,28610,26598,1834
G09771,4/1/2019,O,148,3293,1834
G09771,4/1/2019,O,8237,8278,1834
G09771,4/1/2019,O,17473,8113,1834
G09771,4/1/2019,O,6411,10986,1834
G09771,4/1/2019,O,17501,25078,1834
G09777,4/1/2019,O,28004,26773,1834
G09777,4/1/2019,U,0,0,1834
G09821,4/1/2019,O,0,0,2481
G09821,4/1/2019,U,0,0,2481
G09821,4/1/2019,O,50709,60469,2481
G09821,4/1/2019,O,73608,66078,2481
G09866,4/1/2019,U,0,0,2481
G09866,4/1/2019,S,0,0,2481
G09866,4/1/2019,O,148874,139575,2481
G09866,4/1/2019,O,227805,235515,2481
G09866,4/1/2019,O,322549,296664,2481
G09867,4/1/2019,U,0,0,2481
G09867,4/1/2019,S,0,0,2481
G09867,4/1/2019,O,279748,231276,2481
G09867,4/1/2019,O,314697,296460,2481
G09867,4/1/2019,O,227441,267398,2481
G09868,4/1/2019,U,0,0,2481
G09868,4/1/2019,O,0,0,2481
G09873,4/1/2019,S,0,0,689
G09873,4/1/2019,U,0,0,689
G09881,4/1/2019,O,15328,8680,689
G09882,4/1/2019,G,0,0,689
G09883,4/1/2019,O,0,0,689
G09883,4/1/2019,O,77069,133227,689
G09883,4/1/2019,O,128978,156866,689
G09883,4/1/2019,O,38683,38931,689
G09895,4/1/2019,O,0,0,689
G09896,4/1/2019,O,549959,527928,689
G09896,4/1/2019,O,0,0,689
G09896,4/1/2019,U,0,0,689
G09981,4/1/2019,U,0,0,2481
G09982,4/1/2019,U,0,0,2481
G09982,4/1/2019,O,207745,66795,2481
G10311,4/1/2019,U,0,0,1284
G10323,4/1/2019,O,1629,1716,276
G10323,4/1/2019,O,17176,18170,276
G10350,4/1/2019,U,0,0,2117
G10350,4/1/2019,O,0,0,2117
G10350,4/1/2019,O,330904,859527,2117
G10350,4/1/2019,O,133694,323453,2117
G10379,4/1/2019,O,19873,17550,276
G10380,4/1/2019,O,10012,0,276
G10380,4/1/2019,O,20038,44856,276
G10380,4/1/2019,O,18104,13936,276
G10380,4/1/2019,O,12856,2769,276
G10380,4/1/2019,O,5666,0,276
G10380,4/1/2019,O,17629,26143,276
G10380,4/1/2019,U,0,0,276
G10437,4/1/2019,O,185121,182330,2647
G10638,4/1/2019,G,0,1858,2628
G10638,4/1/2019,O,2506,384,2628
G10638,4/1/2019,O,952,141,2628
G10638,4/1/2019,O,3595,1870,2628
G10638,4/1/2019,O,621,145,2628
G10638,4/1/2019,O,110,27,2628
G10638,4/1/2019,O,232,512,2628
G10638,4/1/2019,O,0,0,2628
G10638,4/1/2019,O,6701,1195,2628
G10638,4/1/2019,O,1318,532,2628
G10638,4/1/2019,O,1776,1109,2628
G10638,4/1/2019,O,4936,10127,2628
G10638,4/1/2019,O,270,1018,2628
G10638,4/1/2019,O,425,68,2628
G10687,4/1/2019,U,0,0,3295
G10687,4/1/2019,G,0,0,3295
G10687,4/1/2019,G,712,9645,3295
G10736,4/1/2019,G,0,0,3295
G10736,4/1/2019,O,0,0,3295
G10741,4/1/2019,O,1027,3329,2628
G10741,4/1/2019,O,1719,5754,2628
G10741,4/1/2019,U,0,0,2628
G10741,4/1/2019,O,1027,1789,2628
G10741,4/1/2019,G,0,0,2628
G10752,4/1/2019,O,5688,5319,3295
G10752,4/1/2019,O,440,517,3295
G10752,4/1/2019,O,0,0,3295
G10752,4/1/2019,O,183,478,3295
G10752,4/1/2019,O,2317,2956,3295
G10752,4/1/2019,O,779,1736,3295
G10752,4/1/2019,O,1401,1036,3295
G10752,4/1/2019,O,334,262,3295
G10752,4/1/2019,O,1102,1066,3295
G10752,4/1/2019,O,1459,803,3295
G10752,4/1/2019,U,0,0,3295
G10752,4/1/2019,O,916,1065,3295
G10752,4/1/2019,O,1123,766,3295
G10775,4/1/2019,O,0,0,3295
G10780,4/1/2019,G,0,0,730
G10780,4/1/2019,O,561,593,730
G10780,4/1/2019,O,1841,9320,730
G10780,4/1/2019,U,0,0,730
G10780,4/1/2019,G,14352,19740,730
G10794,4/1/2019,O,0,0,3295
G10883,4/1/2019,O,2043,1165,3295
G10883,4/1/2019,G,0,0,3295
G10883,4/1/2019,U,0,0,3295
G10910,4/1/2019,G,299,30410,3026
G10910,4/1/2019,G,4441,36907,3026
G10910,4/1/2019,G,91,9626,3026
G10910,4/1/2019,U,0,0,3026
G10910,4/1/2019,G,63,13407,3026
G10930,4/1/2019,U,0,0,3295
G10930,4/1/2019,G,0,0,3295
G10933,4/1/2019,G,0,90738,3295
G10933,4/1/2019,U,0,0,3295
G10942,4/1/2019,G,1518,77068,3148
G10942,4/1/2019,G,0,0,3148
G10942,4/1/2019,G,45,18311,3148
G10942,4/1/2019,G,98,18599,3148
G10942,4/1/2019,G,2388,2446,3148
G10942,4/1/2019,U,0,0,3148
G10942,4/1/2019,G,167,19049,3148
G10944,4/1/2019,U,0,0,78
G10944,4/1/2019,O,50699,65263,78
G10944,4/1/2019,O,19582,12023,78
G10944,4/1/2019,S,0,0,78
G10944,4/1/2019,O,15721,18475,78
G10944,4/1/2019,O,4333,5467,78
G10968,4/1/2019,O,8762,11298,730
G10977,4/1/2019,O,99833,62423,981
G10977,4/1/2019,O,0,0,981
G10988,4/1/2019,O,759,1595,3209
G10988,4/1/2019,G,0,0,3209
G10988,4/1/2019,O,1438,7831,3209
G10988,4/1/2019,G,293,1077,3209
G10988,4/1/2019,O,7,17,3209
G11043,4/1/2019,U,0,0,3295
G11043,4/1/2019,O,6003,8733,724
G11043,4/1/2019,O,10427,11658,724
G11043,4/1/2019,O,0,0,724
G11075,4/1/2019,O,138410,60440,981
G11075,4/1/2019,O,13051,7966,981
G11075,4/1/2019,O,148932,109482,981
G11075,4/1/2019,O,93108,53375,981
G11075,4/1/2019,O,240013,114230,981
G11075,4/1/2019,O,62999,32577,981
G11080,4/1/2019,O,9566,2218,981
G11080,4/1/2019,O,0,0,981
G11080,4/1/2019,O,28133,27637,981
G11080,4/1/2019,O,8247,8443,981
G11080,4/1/2019,O,96769,77823,981
G11080,4/1/2019,U,0,0,981
G11080,4/1/2019,O,17635,18455,981
G11080,4/1/2019,S,0,0,981
G11080,4/1/2019,O,77635,72388,981
G11081,4/1/2019,U,0,0,981
G11081,4/1/2019,O,18665,8343,981
G11081,4/1/2019,O,0,0,981
G11081,4/1/2019,O,9118,5807,981
G11081,4/1/2019,O,66999,65700,981
G11081,4/1/2019,O,13357,8153,981
G11412,4/1/2019,O,0,0,162
G11450,4/1/2019,O,0,0,689
G11451,4/1/2019,U,0,0,689
G11451,4/1/2019,O,1329,2255,689
G11454,4/1/2019,U,0,0,689
G11454,4/1/2019,G,857,18004,689
G11455,4/1/2019,U,0,0,689
G11455,4/1/2019,G,950,22257,689
G11455,4/1/2019,O,0,0,689
G11546,4/1/2019,O,345,568,689
G11546,4/1/2019,O,0,0,689
G11546,4/1/2019,O,56031,91299,689
G11553,4/1/2019,U,0,0,689
G11553,4/1/2019,O,0,0,689
G11573,4/1/2019,O,0,0,56
G11573,4/1/2019,U,0,0,56
G11574,4/1/2019,O,0,0,56
G11870,4/1/2019,O,0,0,3151
G11870,4/1/2019,U,0,0,3151
G11870,4/1/2019,O,968,860,3151
G11870,4/1/2019,O,834,602,3151
G11881,4/1/2019,U,0,0,3247
G11881,4/1/2019,O,0,0,3247
G11881,4/1/2019,G,0,0,3247
G11984,4/1/2019,G,0,0,2801
G12008,4/1/2019,O,2429,3757,1284
G12008,4/1/2019,G,0,0,1284
G12008,4/1/2019,U,0,0,1284
G12008,4/1/2019,G,103,1086,1284
G12008,4/1/2019,G,103,1088,1284
G12008,4/1/2019,O,17875,24467,1284
G12010,4/1/2019,G,9588,9628,1284
G12010,4/1/2019,G,19472,35870,1284
G12010,4/1/2019,G,0,0,1284
G12010,4/1/2019,O,0,0,1284
G12010,4/1/2019,O,416,607,1284
G12010,4/1/2019,O,26460,48920,1284
G12010,4/1/2019,O,774,915,1284
G12010,4/1/2019,O,35,45,1284
G12010,4/1/2019,O,55201,106343,1284
G12010,4/1/2019,O,96499,206790,1284
G12027,4/1/2019,G,0,0,3247
G12027,4/1/2019,U,0,0,3247
G12088,4/1/2019,G,0,0,2628
G12088,4/1/2019,O,3092,3364,2628
G12088,4/1/2019,O,1157,1052,2628
G12088,4/1/2019,O,808,365,2628
G12119,4/1/2019,O,17211,22398,78
G12119,4/1/2019,O,0,0,78
G12119,4/1/2019,O,712,1236,78
G12119,4/1/2019,S,0,0,78
G12119,4/1/2019,O,5195,6445,78
G12119,4/1/2019,O,10125,11899,78
G12119,4/1/2019,O,1962,2406,78
G12119,4/1/2019,O,2728,5514,78
G12119,4/1/2019,O,28827,250396,78
G12119,4/1/2019,O,975,2413,78
G12136,4/1/2019,U,0,0,3026
G12136,4/1/2019,O,16050,9727,3026
G12136,4/1/2019,O,9092,3562,3026
G12136,4/1/2019,O,6604,3041,3026
G12136,4/1/2019,O,4548,2545,3026
G12136,4/1/2019,O,10313,6316,3026
G12136,4/1/2019,O,9605,13562,3026
G12136,4/1/2019,O,0,0,3026
G12136,4/1/2019,O,4745,2387,3026
G12136,4/1/2019,O,3164,3626,3026
G12136,4/1/2019,O,7875,3439,3026
G12136,4/1/2019,O,20860,29616,3026
G12136,4/1/2019,O,62817,39728,3026
G12136,4/1/2019,O,27710,29185,3026
G12136,4/1/2019,O,9206,5717,3026
G12136,4/1/2019,O,31831,54668,3026
G12136,4/1/2019,O,5567,41405,3026
G12136,4/1/2019,O,165,1232,3026
G12136,4/1/2019,O,523,2216,3026
G12139,4/1/2019,O,11688,8276,3026
G12139,4/1/2019,O,4504,5071,3026
G12142,4/1/2019,O,0,0,162
G12142,4/1/2019,U,0,0,162
G12145,4/1/2019,U,0,0,162
G12166,4/1/2019,O,144190,312896,689
G12166,4/1/2019,O,55661,77180,689
G12166,4/1/2019,O,82035,168527,689
G12166,4/1/2019,U,0,0,689
G12166,4/1/2019,O,0,0,689
G12166,4/1/2019,O,287245,321559,689
G12166,4/1/2019,S,0,0,689
G12209,4/1/2019,U,0,0,3295
G12210,4/1/2019,O,20553,8221,2058
G12210,4/1/2019,O,12,1338,3295
G12345,4/1/2019,O,192,66,3520
G12345,4/1/2019,U,0,0,3520
G12345,4/1/2019,O,0,0,3520
G12348,4/1/2019,U,0,0,3520
G12349,4/1/2019,O,0,0,3520
G12355,4/1/2019,U,0,0,3209
G12355,4/1/2019,G,0,0,3209
G12355,4/1/2019,G,0,2546,3209
G12355,4/1/2019,G,0,59,3209
G12355,4/1/2019,G,0,2,3209
G12355,4/1/2019,O,3813,6157,3209
G12355,4/1/2019,O,877,1280,3209
G12355,4/1/2019,O,6564,3171,3209
G12355,4/1/2019,O,6173,9174,3209
G12355,4/1/2019,O,1053,1058,3209
G12355,4/1/2019,O,1947,572,3209
G12355,4/1/2019,G,8299,16984,3209
G12355,4/1/2019,O,19589,3964,3209
G12358,4/1/2019,U,0,0,3209
G12358,4/1/2019,G,0,0,3209
G12358,4/1/2019,O,1,10,3209
G12360,4/1/2019,O,2185,770,3295
G12360,4/1/2019,O,0,0,3295
G12360,4/1/2019,G,0,0,3295
G12802,4/1/2019,U,0,0,2628
G12802,4/1/2019,O,0,0,2628
G12940,4/1/2019,G,0,0,3295
G12941,4/1/2019,G,0,0,3295
G12941,4/1/2019,G,85,0,3295
G12941,4/1/2019,G,111,7930,3295
G12951,4/1/2019,G,3775,106500,3026
G12951,4/1/2019,G,12008,8930,3026
G12951,4/1/2019,G,0,0,3026
G12981,4/1/2019,U,0,0,3295
G13055,4/1/2019,U,0,0,3295
G13055,4/1/2019,G,157,11309,3295
G13055,4/1/2019,G,0,0,3295
G13060,4/1/2019,G,0,0,3148
G13064,4/1/2019,O,26218,23322,730
G13064,4/1/2019,O,22350,14674,730
G13064,4/1/2019,O,0,0,730
G13064,4/1/2019,O,17627,20005,730
G13075,4/1/2019,U,0,0,3026
G13079,4/1/2019,O,1577,3521,1284
G13079,4/1/2019,O,970,3228,1284
G13079,4/1/2019,O,926,2877,1284
G13079,4/1/2019,O,5656,8963,1284
G13079,4/1/2019,U,0,0,1284
G13081,4/1/2019,G,16058,112164,1284
G13084,4/1/2019,O,4904,2973,3026
G13084,4/1/2019,G,5611,4417,3026
G13084,4/1/2019,U,0,0,3026
G13084,4/1/2019,O,0,0,3026
G13091,4/1/2019,U,0,0,3026
G13091,4/1/2019,O,6723,14358,3026
G13091,4/1/2019,G,18964,25733,3026
G13363,4/1/2019,O,2014,2467,1986
G13363,4/1/2019,O,202,358,1986
G13363,4/1/2019,O,2227,3496,1986
G13363,4/1/2019,G,345,1019,1986
G13363,4/1/2019,O,1508,751,1986
G13363,4/1/2019,G,0,0,1986
G13563,4/1/2019,G,0,0,3520
G13563,4/1/2019,U,0,0,3520
G13563,4/1/2019,G,0,14211,3520
G13576,4/1/2019,G,0,0,3147
G13606,4/1/2019,O,65,1590,3059
G13606,4/1/2019,G,0,5280,3059
G13606,4/1/2019,U,0,0,3059
G13606,4/1/2019,O,3450,3181,3059
G13606,4/1/2019,O,5874,1963,3059
G13606,4/1/2019,O,0,0,3059
G13622,4/1/2019,O,1326,1569,3295
G13645,4/1/2019,U,0,0,3295
G13645,4/1/2019,O,0,0,3295
G13645,4/1/2019,O,282,452,3295
G13645,4/1/2019,G,43,378,3295
G13645,4/1/2019,G,0,1443,3295
G13662,4/1/2019,O,0,0,1284
G13662,4/1/2019,U,0,0,1284
G13662,4/1/2019,O,2106,6074,1284
G13662,4/1/2019,G,0,0,1284
G13672,4/1/2019,U,0,0,1284
G13672,4/1/2019,O,2722,19912,1284
G13672,4/1/2019,O,3970,68260,1284
G13808,4/1/2019,O,296,9,1284
G13808,4/1/2019,U,0,0,1284
G13808,4/1/2019,O,0,0,1284
G13808,4/1/2019,O,131,0,1284
G13808,4/1/2019,O,86,56,1284
G13808,4/1/2019,O,122,13,1284
G13808,4/1/2019,G,727,327,1284
G13808,4/1/2019,O,71,42,1284
G13808,4/1/2019,G,0,0,1284
G13808,4/1/2019,O,397,455,1284
G13808,4/1/2019,G,58,1,1284
G13917,4/1/2019,O,0,0,3295
G13917,4/1/2019,U,0,0,3295
G13917,4/1/2019,G,0,0,3295
G13928,4/1/2019,O,3322,2555,3247
G13938,4/1/2019,O,0,0,1284
G13938,4/1/2019,G,0,0,1284
G13938,4/1/2019,O,4097,3661,1284
G13938,4/1/2019,O,49,593,1284
G13938,4/1/2019,O,4840,3579,1284
G13943,4/1/2019,G,14906,240682,3295
G13944,4/1/2019,U,0,0,3295
G13944,4/1/2019,G,0,0,3295
G13944,4/1/2019,G,12363,75402,3295
G13944,4/1/2019,O,0,0,3295
G13944,4/1/2019,G,13338,216420,3295
G13964,4/1/2019,O,0,0,2513
G13964,4/1/2019,G,0,1546,2628
G13964,4/1/2019,G,0,0,2628
G13988,4/1/2019,U,0,0,78
G13988,4/1/2019,G,3459,132,78
G13997,4/1/2019,O,41930,27770,1834
G13997,4/1/2019,O,75262,81783,1834
G13997,4/1/2019,O,75033,102958,1834
G13997,4/1/2019,O,0,0,1834
G14021,4/1/2019,O,0,0,3247
G14021,4/1/2019,O,1261,180,3247
G14188,4/1/2019,G,0,0,3151
G14205,4/1/2019,G,0,0,981
G14205,4/1/2019,O,14075,12992,981
G14205,4/1/2019,O,6833,27070,981
G14205,4/1/2019,O,0,0,981
G14205,4/1/2019,U,0,0,981
G14205,4/1/2019,G,1981,301204,981
G14221,4/1/2019,U,0,0,689
G14221,4/1/2019,G,652,13330,689
G14221,4/1/2019,O,1515,4394,689
G14224,4/1/2019,U,0,0,59
G14224,4/1/2019,G,0,0,59
G14224,4/1/2019,G,230521,1118009,59
G14342,4/1/2019,O,0,0,2628
G14342,4/1/2019,U,0,0,2628
G14342,4/1/2019,G,0,0,2628
G14385,4/1/2019,O,618,1375,1284
