Lease_Number,Production_Date,Product_Code,Mon_Oil_Volume,Mon_Gas_Volume,Operator_Number
G02213,8/1/2019,O,0,0,2451
G02213,8/1/2019,O,5936,6067,2451
G02213,8/1/2019,O,4231,1199,2451
G02213,8/1/2019,O,19933,10715,2451
G02213,8/1/2019,G,257,3066,2451
G02213,8/1/2019,O,1967,277,2451
G02213,8/1/2019,O,2133,379,2451
G02213,8/1/2019,O,3346,1921,2451
G02213,8/1/2019,O,2133,0,2451
G02213,8/1/2019,O,4077,460,2451
G02213,8/1/2019,S,0,0,2451
G02213,8/1/2019,O,674,312,2451
G02220,8/1/2019,G,0,24147,3295
G02220,8/1/2019,G,0,0,3295
G02274,8/1/2019,U,0,0,3209
G02274,8/1/2019,G,0,0,3209
G02274,8/1/2019,G,0,1289,3209
G02274,8/1/2019,O,3,670,3209
G02274,8/1/2019,O,0,0,3209
G02274,8/1/2019,O,0,2,3209
G02275,8/1/2019,U,0,0,3209
G02275,8/1/2019,G,0,0,3209
G02275,8/1/2019,O,81,1705,3209
G02275,8/1/2019,O,0,0,3209
G02280,8/1/2019,U,0,0,2899
G02280,8/1/2019,O,0,0,2899
G02280,8/1/2019,G,0,0,2899
G02280,8/1/2019,O,1383,0,2899
G02280,8/1/2019,S,0,0,2899
G02280,8/1/2019,O,313,0,2899
G02280,8/1/2019,O,274,649,2899
G02280,8/1/2019,O,2040,0,2899
G02280,8/1/2019,O,2022,435,2899
G02280,8/1/2019,O,1470,0,2899
G02280,8/1/2019,G,0,511,2899
G02280,8/1/2019,O,268,638,2899
G02280,8/1/2019,O,143,677,2899
G02280,8/1/2019,O,1941,302,2899
G02280,8/1/2019,O,754,144,2899
G02280,8/1/2019,O,471,311,2899
G02280,8/1/2019,O,1242,674,2899
G02280,8/1/2019,O,392,471,2899
G02280,8/1/2019,G,471,18,2899
G02280,8/1/2019,G,1370,363,2899
G02280,8/1/2019,O,275,959,2899
G02280,8/1/2019,O,169,117,2899
G02280,8/1/2019,O,5951,783,2899
G02280,8/1/2019,O,1248,691,2899
G02280,8/1/2019,O,3413,1128,2899
G02280,8/1/2019,G,127,1497,2899
G02281,8/1/2019,U,0,0,2899
G02281,8/1/2019,O,0,0,2899
G02281,8/1/2019,O,1010,687,2899
G02281,8/1/2019,G,0,0,2899
G02281,8/1/2019,O,71,437,2899
G02281,8/1/2019,O,1222,934,2899
G02311,8/1/2019,U,0,0,3295
G02311,8/1/2019,G,0,0,3295
G02316,8/1/2019,U,0,0,3151
G02316,8/1/2019,G,0,0,3151
G02316,8/1/2019,G,1132,14498,3151
G02316,8/1/2019,G,542,18605,3151
G02317,8/1/2019,G,36,2656,3295
G02318,8/1/2019,O,3012,2625,2628
G02318,8/1/2019,O,824,194392,2628
G02318,8/1/2019,O,4931,5504,2628
G02318,8/1/2019,O,758,484,2628
G02319,8/1/2019,U,0,0,3295
G02319,8/1/2019,O,2,0,3295
G02319,8/1/2019,G,0,0,3295
G02319,8/1/2019,O,3,0,3295
G02319,8/1/2019,G,2,0,3295
G02319,8/1/2019,O,0,0,3295
G02319,8/1/2019,G,1,0,3295
G02319,8/1/2019,O,1,0,3295
G02323,8/1/2019,U,0,0,3151
G02323,8/1/2019,O,0,0,3151
G02323,8/1/2019,O,1928,1671,3151
G02323,8/1/2019,G,0,0,3151
G02323,8/1/2019,S,0,0,3151
G02323,8/1/2019,O,1481,6381,3151
G02323,8/1/2019,O,2774,3875,3151
G02323,8/1/2019,O,1085,1861,3151
G02323,8/1/2019,G,0,12785,3151
G02323,8/1/2019,O,1426,3444,3151
G02324,8/1/2019,O,2016,2868,3151
G02324,8/1/2019,O,2125,3085,3151
G02324,8/1/2019,U,0,0,3151
G02324,8/1/2019,O,1120,2770,3151
G02324,8/1/2019,G,0,0,3151
G02324,8/1/2019,O,2097,4519,3151
G02324,8/1/2019,O,701,3794,3151
G02324,8/1/2019,O,1173,2550,3151
G02324,8/1/2019,S,0,0,3151
G02324,8/1/2019,O,2677,4381,3151
G02324,8/1/2019,O,1930,3626,3151
G02324,8/1/2019,O,4633,4144,3151
G02324,8/1/2019,O,0,0,3151
G02324,8/1/2019,O,1664,3041,3151
G02324,8/1/2019,O,370,3958,3151
G02324,8/1/2019,O,8830,1637,3151
G02324,8/1/2019,O,10702,2215,3151
G02324,8/1/2019,O,2806,1404,3151
G02324,8/1/2019,O,215,1553,3151
G02388,8/1/2019,G,0,0,3151
G02388,8/1/2019,U,0,0,3151
G02388,8/1/2019,O,6045,6163,3151
G02388,8/1/2019,O,1363,1266,3151
G02389,8/1/2019,U,0,0,3151
G02391,8/1/2019,G,0,0,3520
G02391,8/1/2019,U,0,0,3520
G02391,8/1/2019,O,134,1944,3520
G02391,8/1/2019,O,871,2976,3520
G02391,8/1/2019,G,731,35286,3520
G02393,8/1/2019,O,0,0,3295
G02393,8/1/2019,O,64,0,3295
G02393,8/1/2019,O,21,0,3295
G02393,8/1/2019,O,574,1556,3295
G02393,8/1/2019,O,194,100,3295
G02393,8/1/2019,O,573,679,3295
G02393,8/1/2019,O,616,101,3295
G02393,8/1/2019,U,0,0,3295
G02393,8/1/2019,O,617,675,3295
G02393,8/1/2019,G,0,0,3295
G02393,8/1/2019,O,233,55,3295
G02429,8/1/2019,G,0,0,3151
G02429,8/1/2019,G,0,10985,3151
G02429,8/1/2019,G,0,613,3151
G02433,8/1/2019,G,0,0,3151
G02433,8/1/2019,U,0,0,3151
G02433,8/1/2019,G,16,10000,3151
G02445,8/1/2019,U,0,0,3151
G02445,8/1/2019,O,0,0,3151
G02445,8/1/2019,O,3152,4068,3151
G02445,8/1/2019,O,29,145,3151
G02445,8/1/2019,O,2959,4585,3151
G02445,8/1/2019,O,6651,22590,3151
G02445,8/1/2019,O,618,2495,3151
G02445,8/1/2019,O,2054,5463,3151
G02445,8/1/2019,O,3898,2026,3151
G02445,8/1/2019,S,0,0,3151
G02445,8/1/2019,O,2303,3405,3151
G02445,8/1/2019,O,1765,3659,3151
G02445,8/1/2019,O,2197,2142,3151
G02549,8/1/2019,G,0,0,3295
G02549,8/1/2019,G,1,11307,3295
G02549,8/1/2019,U,0,0,3295
G02549,8/1/2019,G,0,6143,3295
G02549,8/1/2019,G,0,900,3295
G02549,8/1/2019,G,0,1351,3295
G02549,8/1/2019,G,1,15027,3295
G02549,8/1/2019,G,3,55650,3295
G02572,8/1/2019,O,3637,1639,2899
G02572,8/1/2019,G,0,0,2899
G02572,8/1/2019,O,0,0,2899
G02572,8/1/2019,G,1858,2330,2899
G02572,8/1/2019,S,0,0,2899
G02572,8/1/2019,U,0,0,2899
G02572,8/1/2019,O,2822,2223,2899
G02572,8/1/2019,G,120,499,2899
G02572,8/1/2019,O,797,925,2899
G02572,8/1/2019,G,49,14048,2899
G02572,8/1/2019,G,789,608,2899
G02580,8/1/2019,U,0,0,3295
G02580,8/1/2019,G,0,0,3295
G02580,8/1/2019,O,0,0,3295
G02580,8/1/2019,O,966,675,3295
G02580,8/1/2019,O,1017,111,3295
G02580,8/1/2019,O,3977,2581,3295
G02580,8/1/2019,O,2614,3652,3295
G02580,8/1/2019,G,0,1326,3295
G02587,8/1/2019,O,0,0,3295
G02587,8/1/2019,U,0,0,3295
G02587,8/1/2019,O,790,978,3295
G02587,8/1/2019,O,1654,1337,3295
G02587,8/1/2019,G,526,1663,3295
G02587,8/1/2019,G,1347,1388,3295
G02587,8/1/2019,O,1070,2900,3295
G02587,8/1/2019,G,742,344,3295
G02587,8/1/2019,O,39,0,3295
G02587,8/1/2019,O,1603,2238,3295
G02587,8/1/2019,O,2573,2055,3295
G02587,8/1/2019,G,0,0,3295
G02587,8/1/2019,G,1870,5444,3295
G02587,8/1/2019,O,27,72,3295
G02587,8/1/2019,O,98,0,3295
G02587,8/1/2019,O,2495,330,3295
G02587,8/1/2019,O,1282,214,3295
G02587,8/1/2019,O,530,306,3295
G02587,8/1/2019,O,113,589,3295
G02587,8/1/2019,O,486,409,3295
G02587,8/1/2019,O,3109,510,3295
G02587,8/1/2019,O,521,412,3295
G02587,8/1/2019,O,3958,33,3295
G02587,8/1/2019,G,1456,2487,3295
G02587,8/1/2019,O,564,170,3295
G02587,8/1/2019,O,1464,1031,3295
G02587,8/1/2019,O,1721,65,3295
G02587,8/1/2019,O,4817,930,3295
G02587,8/1/2019,O,1868,1569,3295
G02587,8/1/2019,O,2798,3529,3295
G02587,8/1/2019,O,803,684,3295
G02587,8/1/2019,O,461,286,3295
G02587,8/1/2019,O,173,4,3295
G02587,8/1/2019,O,1050,2037,3295
G02587,8/1/2019,O,364,773,3295
G02587,8/1/2019,O,1740,1983,3295
G02587,8/1/2019,O,223,126,3295
G02587,8/1/2019,O,277,323,3295
G02587,8/1/2019,O,3829,1473,3295
G02587,8/1/2019,O,2104,4296,3295
G02588,8/1/2019,U,0,0,3295
G02588,8/1/2019,G,0,0,3295
G02592,8/1/2019,O,0,0,3295
G02592,8/1/2019,U,0,0,3295
G02600,8/1/2019,U,0,0,3295
G02600,8/1/2019,O,0,0,3295
G02600,8/1/2019,G,0,0,3295
G02600,8/1/2019,O,969,1036,3295
G02600,8/1/2019,O,902,0,3295
G02600,8/1/2019,O,1222,2080,3295
G02600,8/1/2019,G,1023,14719,3295
G02600,8/1/2019,O,1091,1055,3295
G02600,8/1/2019,G,86,21615,3295
G02600,8/1/2019,O,548,1142,3295
G02600,8/1/2019,G,4355,310,3295
G02600,8/1/2019,O,1565,0,3295
G02601,8/1/2019,U,0,0,2628
G02601,8/1/2019,G,0,0,2628
G02613,8/1/2019,U,0,0,2628
G02613,8/1/2019,G,0,1467,2628
G02620,8/1/2019,U,0,0,3151
G02624,8/1/2019,G,0,0,2628
G02624,8/1/2019,U,0,0,2628
G02624,8/1/2019,O,1908,3815,2628
G02624,8/1/2019,O,1162,1880,2628
G02625,8/1/2019,G,0,0,2628
G02625,8/1/2019,O,2649,4729,2628
G02625,8/1/2019,U,0,0,2628
G02625,8/1/2019,G,6830,4553,2628
G02625,8/1/2019,O,2127,530,2628
G02625,8/1/2019,O,2599,2296,2628
G02625,8/1/2019,O,0,0,2628
G02625,8/1/2019,O,1146,155,2628
G02625,8/1/2019,O,1920,973,2628
G02625,8/1/2019,O,5169,3407,2628
G02625,8/1/2019,O,1587,12903,2628
G02625,8/1/2019,O,10801,100997,2628
G02625,8/1/2019,O,1113,4232,2628
G02625,8/1/2019,O,2430,12160,2628
G02625,8/1/2019,O,1461,2058,2628
G02625,8/1/2019,O,3800,4410,2628
G02625,8/1/2019,O,1526,3652,2628
G02625,8/1/2019,O,691,2671,2628
G02625,8/1/2019,O,865,2678,2628
G02625,8/1/2019,O,1551,10702,2628
G02625,8/1/2019,O,2196,78,2628
G02625,8/1/2019,O,3524,1662,2628
G02625,8/1/2019,O,1491,107,2628
G02625,8/1/2019,O,1718,3275,2628
G02625,8/1/2019,O,2709,1400,2628
G02625,8/1/2019,G,2659,1171,2628
G02625,8/1/2019,O,1394,2098,2628
G02625,8/1/2019,O,3209,2250,2628
G02625,8/1/2019,O,3985,1782,2628
G02625,8/1/2019,O,2922,1292,2628
G02625,8/1/2019,O,5305,9618,2628
G02638,8/1/2019,U,0,0,3026
G02638,8/1/2019,O,548,746,3026
G02638,8/1/2019,O,0,0,3026
G02638,8/1/2019,G,3789,8600,3026
G02639,8/1/2019,U,0,0,3026
G02639,8/1/2019,O,1518,13828,3026
G02639,8/1/2019,O,0,0,3026
G02642,8/1/2019,U,0,0,3026
G02642,8/1/2019,O,1429,6952,3026
G02643,8/1/2019,U,0,0,3026
G02643,8/1/2019,O,31482,12217,3026
G02643,8/1/2019,O,1237,392,3026
G02645,8/1/2019,U,0,0,3295
G02645,8/1/2019,O,129,855,3295
G02645,8/1/2019,G,4877,4932,3295
G02646,8/1/2019,G,18,11,3295
G02646,8/1/2019,G,0,887,3295
G02646,8/1/2019,U,0,0,3295
G02646,8/1/2019,G,0,0,3295
G02646,8/1/2019,G,0,1310,3295
G02646,8/1/2019,O,0,0,3295
G02647,8/1/2019,U,0,0,3295
G02647,8/1/2019,G,3181,44969,3295
G02647,8/1/2019,G,1829,27541,3295
G02647,8/1/2019,G,90,7939,3295
G02647,8/1/2019,O,34,13,3295
G02647,8/1/2019,G,0,50,3295
G02648,8/1/2019,O,0,0,3295
G02648,8/1/2019,U,0,0,3295
G02648,8/1/2019,O,165,18,3295
G02648,8/1/2019,O,578,479,3295
G02648,8/1/2019,G,142,269,3295
G02665,8/1/2019,G,0,0,2451
G02665,8/1/2019,G,87,24791,2451
G02665,8/1/2019,G,174,147696,2451
G02665,8/1/2019,U,0,0,2451
G02665,8/1/2019,G,154,65351,2451
G02665,8/1/2019,G,87,113828,2451
G02705,8/1/2019,U,0,0,2628
G02705,8/1/2019,O,2530,6990,2628
G02705,8/1/2019,O,2537,5495,2628
G02705,8/1/2019,O,2966,18608,2628
G02705,8/1/2019,G,1497,26018,2628
G02705,8/1/2019,G,1806,37182,2628
G02705,8/1/2019,G,9508,310998,2628
G02719,8/1/2019,U,0,0,3151
G02719,8/1/2019,G,0,0,3151
G02719,8/1/2019,G,4372,40753,3151
G02719,8/1/2019,O,0,0,3151
G02721,8/1/2019,O,191,189,3295
G02721,8/1/2019,O,0,0,3295
G02721,8/1/2019,U,0,0,3295
G02722,8/1/2019,U,0,0,3295
G02722,8/1/2019,O,403,805,3295
G02722,8/1/2019,O,0,0,3295
G02722,8/1/2019,O,312,665,3295
G02722,8/1/2019,O,100,383,3295
G02722,8/1/2019,O,4,1310,3295
G02722,8/1/2019,O,53,117,3295
G02750,8/1/2019,O,3355,187,3295
G02750,8/1/2019,G,0,0,3295
G02750,8/1/2019,U,0,0,3295
G02750,8/1/2019,O,0,0,3295
G02750,8/1/2019,O,943,229,3295
G02754,8/1/2019,G,0,0,3295
G02754,8/1/2019,G,0,304,3295
G02754,8/1/2019,G,0,18400,3295
G02754,8/1/2019,U,0,0,3295
G02754,8/1/2019,O,0,0,3295
G02754,8/1/2019,G,0,12651,3295
G02754,8/1/2019,O,3663,6521,3295
G02754,8/1/2019,O,2439,2238,3295
G02754,8/1/2019,O,2548,2786,3295
G02754,8/1/2019,O,1022,2024,3295
G02757,8/1/2019,U,0,0,3295
G02757,8/1/2019,G,0,0,3295
G02757,8/1/2019,O,0,0,3295
G02757,8/1/2019,G,208,159,3295
G02757,8/1/2019,O,50,25,3295
G02757,8/1/2019,O,66,29,3295
G02757,8/1/2019,O,303,16,3295
G02757,8/1/2019,G,162,73,3295
G02757,8/1/2019,O,65,27,3295
G02825,8/1/2019,G,0,0,3295
G02825,8/1/2019,U,0,0,3295
G02825,8/1/2019,G,27,57571,3295
G02826,8/1/2019,G,14,3688,3295
G02826,8/1/2019,G,0,0,3295
G02826,8/1/2019,O,0,0,3295
G02826,8/1/2019,U,0,0,3295
G02826,8/1/2019,G,292,34379,3295
G02826,8/1/2019,O,241,2952,3295
G02868,8/1/2019,U,0,0,3151
G02868,8/1/2019,G,0,0,3151
G02868,8/1/2019,O,1513,5281,3151
G02883,8/1/2019,O,0,0,3295
G02883,8/1/2019,G,26,6486,3295
G02883,8/1/2019,O,534,1061,3295
G02893,8/1/2019,G,3908,130924,3151
G02893,8/1/2019,G,0,0,3151
G02895,8/1/2019,G,0,0,2628
G02910,8/1/2019,G,0,0,3151
G02910,8/1/2019,O,0,0,3151
G02910,8/1/2019,U,0,0,3151
G02912,8/1/2019,U,0,0,3295
G02912,8/1/2019,G,0,0,3295
G02912,8/1/2019,O,0,0,3295
G02914,8/1/2019,O,3321,55679,2628
G02914,8/1/2019,U,0,0,2628
G02914,8/1/2019,O,21977,33746,2628
G02914,8/1/2019,O,1780,15973,2628
G02914,8/1/2019,O,4108,4571,2628
G02914,8/1/2019,O,4082,6780,2628
G02914,8/1/2019,O,1093,1877,2628
G02914,8/1/2019,O,391,756,2628
G02914,8/1/2019,O,131,47,2628
G02914,8/1/2019,O,4152,65,2628
G02914,8/1/2019,O,1615,1108,2628
G02914,8/1/2019,O,6163,4823,2628
G02914,8/1/2019,O,13224,17395,2628
G02914,8/1/2019,O,21259,26597,2628
G02914,8/1/2019,O,17458,17789,2628
G02917,8/1/2019,G,0,0,3295
G02917,8/1/2019,O,0,0,3295
G02917,8/1/2019,O,0,0,3247
G02919,8/1/2019,O,1553,284,3295
G02919,8/1/2019,O,0,0,3295
G02919,8/1/2019,O,215,1403,3295
G02919,8/1/2019,O,769,397,3295
G02919,8/1/2019,O,292,1413,3295
G02919,8/1/2019,U,0,0,3295
G02919,8/1/2019,G,3302,1203,3295
G02923,8/1/2019,O,0,0,2800
G02923,8/1/2019,G,0,0,2800
G02923,8/1/2019,U,0,0,2800
G02924,8/1/2019,U,0,0,3295
G02924,8/1/2019,G,0,0,3295
G02924,8/1/2019,O,0,0,3295
G02925,8/1/2019,G,0,0,3295
G02925,8/1/2019,U,0,0,3295
G02925,8/1/2019,O,0,0,3295
G02937,8/1/2019,O,0,0,3151
G02937,8/1/2019,U,0,0,3151
G02937,8/1/2019,G,230,5028,3151
G02937,8/1/2019,O,1436,1505,3151
G02937,8/1/2019,O,674,1825,3151
G02937,8/1/2019,O,3350,3870,3151
G02937,8/1/2019,O,1442,2548,3151
G02937,8/1/2019,G,971,1035,3151
G02937,8/1/2019,G,0,0,3151
G02937,8/1/2019,O,1739,2860,3151
G02937,8/1/2019,O,1672,1424,3151
G02937,8/1/2019,O,616,3145,3151
G02937,8/1/2019,G,3068,3197,3151
G02937,8/1/2019,O,1592,2313,3151
G02937,8/1/2019,O,1699,2328,3151
G02937,8/1/2019,O,1176,958,3151
G02938,8/1/2019,O,0,0,3295
G02938,8/1/2019,U,0,0,3295
G02938,8/1/2019,O,54,0,3295
G02939,8/1/2019,G,0,0,2375
G02940,8/1/2019,U,0,0,3151
G02940,8/1/2019,O,0,0,3151
G02940,8/1/2019,O,1105,2420,3151
G02940,8/1/2019,O,1014,1690,3151
G02940,8/1/2019,O,874,1745,3151
G02940,8/1/2019,O,1382,3548,3151
G02940,8/1/2019,O,3289,2461,3151
G02940,8/1/2019,O,3277,3539,3151
G02940,8/1/2019,O,290,1384,3151
G02940,8/1/2019,O,3179,2643,3151
G02940,8/1/2019,O,3277,1979,3151
G02940,8/1/2019,O,3836,3185,3151
G02940,8/1/2019,G,0,0,3151
G02940,8/1/2019,O,467,1581,3151
G02940,8/1/2019,O,660,1659,3151
G02940,8/1/2019,O,767,1719,3151
G02940,8/1/2019,O,123,1871,3151
G02940,8/1/2019,G,0,2810,3151
G02941,8/1/2019,U,0,0,3151
G02941,8/1/2019,G,0,1302,3151
G02941,8/1/2019,O,299,1533,3151
G02941,8/1/2019,O,2298,1777,3151
G02941,8/1/2019,O,0,0,3151
G02941,8/1/2019,O,1357,1692,3151
G02941,8/1/2019,G,0,0,3151
G02942,8/1/2019,O,0,0,3295
G02942,8/1/2019,O,151,0,3295
G02942,8/1/2019,U,0,0,3295
G02943,8/1/2019,O,3,0,3295
G02943,8/1/2019,G,0,0,3295
G02943,8/1/2019,O,0,0,3295
G02943,8/1/2019,U,0,0,3295
G02943,8/1/2019,O,187,0,3295
G02943,8/1/2019,S,0,0,3295
G02947,8/1/2019,U,0,0,2375
G02947,8/1/2019,O,0,0,2375
G02955,8/1/2019,O,0,0,2513
G02955,8/1/2019,G,0,0,2513
G02955,8/1/2019,G,0,693,2628
G02955,8/1/2019,G,0,0,2628
G02968,8/1/2019,U,0,0,3295
G02968,8/1/2019,O,0,0,3295
G02968,8/1/2019,G,0,0,3295
G02968,8/1/2019,G,2997,1802,3295
G02968,8/1/2019,G,7637,4654,3295
G02968,8/1/2019,O,313,0,3295
G02968,8/1/2019,O,320,4556,3295
G02968,8/1/2019,O,710,161,3295
G02968,8/1/2019,G,558,0,3295
G03061,8/1/2019,G,0,0,3026
G03061,8/1/2019,U,0,0,3026
G03061,8/1/2019,G,95,6483,3026
G03061,8/1/2019,G,93,29517,3026
G03061,8/1/2019,G,262,49960,3026
G03152,8/1/2019,G,0,0,3295
G03152,8/1/2019,G,852,47069,3295
G03152,8/1/2019,G,3958,68284,3295
G03169,8/1/2019,G,0,0,1284
G03169,8/1/2019,U,0,0,1284
G03169,8/1/2019,O,4421,2174,2967
G03169,8/1/2019,O,1704,2091,2967
G03170,8/1/2019,O,0,0,2800
G03194,8/1/2019,O,1211,344,3481
G03194,8/1/2019,O,1033,644,3481
G03194,8/1/2019,O,1225,424,3481
G03194,8/1/2019,O,0,0,3481
G03194,8/1/2019,O,348,106,3481
G03194,8/1/2019,O,733,246,3481
G03194,8/1/2019,O,1595,455,3481
G03194,8/1/2019,O,1121,396,3481
G03194,8/1/2019,O,902,332,3481
G03194,8/1/2019,O,1717,596,3481
G03194,8/1/2019,G,226,32586,3481
G03195,8/1/2019,G,0,13993,2375
G03195,8/1/2019,U,0,0,3151
G03197,8/1/2019,G,19,224119,2628
G03197,8/1/2019,G,0,0,2628
G03197,8/1/2019,U,0,0,2628
G03228,8/1/2019,U,0,0,3295
G03228,8/1/2019,G,0,21349,3295
G03229,8/1/2019,G,0,0,276
G03229,8/1/2019,O,2844,3707,276
G03229,8/1/2019,G,0,0,3295
G03229,8/1/2019,U,0,0,276
G03236,8/1/2019,G,0,29156,3295
G03236,8/1/2019,G,0,0,3295
G03236,8/1/2019,U,0,0,3295
G03237,8/1/2019,G,0,0,3295
G03237,8/1/2019,G,73,14852,276
G03237,8/1/2019,G,0,0,276
G03241,8/1/2019,G,0,0,3520
G03241,8/1/2019,U,0,0,3520
G03241,8/1/2019,O,3524,3355,3520
G03241,8/1/2019,G,0,74,3520
G03288,8/1/2019,U,0,0,1834
G03316,8/1/2019,U,0,0,1284
G03316,8/1/2019,G,0,0,1284
G03316,8/1/2019,G,798,52,1284
G03316,8/1/2019,G,2282,180,1284
G03316,8/1/2019,O,2174,181,1284
G03316,8/1/2019,O,1521,741,1284
G03328,8/1/2019,O,0,0,3295
G03328,8/1/2019,G,0,0,3295
G03331,8/1/2019,U,0,0,2628
G03331,8/1/2019,G,803,154787,2628
G03331,8/1/2019,G,0,0,2628
G03331,8/1/2019,G,1498,285241,2628
G03332,8/1/2019,O,93,1239,3295
G03332,8/1/2019,G,0,0,3295
G03332,8/1/2019,O,6540,11169,3295
G03332,8/1/2019,O,0,0,3295
G03332,8/1/2019,O,1299,2312,3295
G03332,8/1/2019,O,1109,6449,3295
G03336,8/1/2019,G,146,53529,2628
G03336,8/1/2019,U,0,0,2628
G03338,8/1/2019,U,0,0,3481
G03338,8/1/2019,O,593,476,3481
G03338,8/1/2019,O,0,0,3481
G03339,8/1/2019,O,823,1190,3295
G03339,8/1/2019,U,0,0,2451
G03417,8/1/2019,U,0,0,2375
G03417,8/1/2019,O,0,0,2375
G03417,8/1/2019,O,475,0,2375
G03417,8/1/2019,G,1999,0,2375
G03417,8/1/2019,O,3216,0,2375
G03417,8/1/2019,O,2609,8777,2375
G03417,8/1/2019,G,0,0,2375
G03417,8/1/2019,O,1392,653,2375
G03417,8/1/2019,O,2929,415,2375
G03417,8/1/2019,O,321,41,2375
G03417,8/1/2019,O,421,709,2375
G03417,8/1/2019,O,2703,2339,2375
G03417,8/1/2019,O,331,0,2375
G03417,8/1/2019,O,1079,4628,2375
G03417,8/1/2019,O,2444,2316,2375
G03484,8/1/2019,O,18,36,2899
G03484,8/1/2019,O,1110,4042,2899
G03484,8/1/2019,G,0,0,2899
G03484,8/1/2019,U,0,0,2899
G03484,8/1/2019,O,1100,1995,2899
G03484,8/1/2019,O,734,3415,2899
G03484,8/1/2019,G,2984,855,2899
G03520,8/1/2019,O,0,0,3151
G03520,8/1/2019,G,0,0,3151
G03520,8/1/2019,O,1281,0,3151
G03520,8/1/2019,U,0,0,3151
G03520,8/1/2019,G,231,0,3151
G03520,8/1/2019,O,419,0,3151
G03520,8/1/2019,O,701,0,3151
G03520,8/1/2019,G,0,6637,3151
G03776,8/1/2019,G,2515,500,3295
G03776,8/1/2019,O,0,0,3295
G03776,8/1/2019,O,415,859,3295
G03776,8/1/2019,U,0,0,3295
G03776,8/1/2019,O,103,7,3295
G03776,8/1/2019,O,558,109,3295
G03776,8/1/2019,G,0,0,3295
G03776,8/1/2019,S,0,0,3295
G03776,8/1/2019,O,158,1146,3295
G03782,8/1/2019,U,0,0,2628
G03782,8/1/2019,O,1422,1145,3295
G03782,8/1/2019,O,791,942,3295
G03782,8/1/2019,O,0,0,3295
G03783,8/1/2019,U,0,0,3151
G03783,8/1/2019,O,0,0,3295
G03783,8/1/2019,O,14,125,3295
G03793,8/1/2019,U,0,0,3295
G03793,8/1/2019,G,0,0,3295
G03959,8/1/2019,G,0,0,3209
G03959,8/1/2019,U,0,0,3209
G03998,8/1/2019,O,0,0,3295
G03998,8/1/2019,O,3968,887,3295
G03998,8/1/2019,G,0,0,3295
G03998,8/1/2019,O,1571,2073,3295
G03998,8/1/2019,O,3198,1069,3295
G03998,8/1/2019,O,1601,2910,3295
G03998,8/1/2019,G,0,17901,3295
G03998,8/1/2019,O,3747,0,3295
G03998,8/1/2019,O,0,34,3295
G04000,8/1/2019,O,0,0,3295
G04000,8/1/2019,G,0,0,3295
G04000,8/1/2019,O,120,381,3295
G04000,8/1/2019,O,1352,993,3295
G04081,8/1/2019,U,0,0,3295
G04081,8/1/2019,G,0,0,3295
G04081,8/1/2019,G,529,46278,3295
G04087,8/1/2019,U,0,0,2899
G04109,8/1/2019,O,716,6872,3151
G04109,8/1/2019,G,2701,6571,3151
G04109,8/1/2019,G,0,0,3151
G04109,8/1/2019,O,13660,301918,3151
G04123,8/1/2019,U,0,0,3481
G04123,8/1/2019,O,73,48,3481
G04123,8/1/2019,G,0,0,3481
G04125,8/1/2019,U,0,0,3481
G04125,8/1/2019,O,0,0,3481
G04125,8/1/2019,O,557,262,3481
G04125,8/1/2019,G,0,0,3481
G04126,8/1/2019,O,1236,486,3295
G04126,8/1/2019,O,0,0,3295
G04126,8/1/2019,O,2304,478,3295
G04126,8/1/2019,O,1926,1519,3295
G04126,8/1/2019,O,262,721,3295
G04126,8/1/2019,O,1827,833,3295
G04126,8/1/2019,O,929,754,3295
G04126,8/1/2019,O,738,1206,3295
G04126,8/1/2019,O,1103,646,3295
G04126,8/1/2019,U,0,0,3295
G04126,8/1/2019,G,2612,355,3295
G04127,8/1/2019,O,3946,328,3481
G04127,8/1/2019,O,2598,181,3481
G04127,8/1/2019,O,0,0,3481
G04127,8/1/2019,U,0,0,3481
G04127,8/1/2019,O,3373,570,3481
G04127,8/1/2019,O,408,2268,3481
G04127,8/1/2019,O,1870,2623,3481
G04127,8/1/2019,O,6110,1723,3481
G04127,8/1/2019,O,2180,174,3481
G04127,8/1/2019,O,4384,2966,3481
G04127,8/1/2019,O,4581,492,3481
G04127,8/1/2019,O,470,90,3481
G04127,8/1/2019,O,3411,218,3481
G04127,8/1/2019,O,2655,90,3481
G04127,8/1/2019,O,3302,402,3481
G04127,8/1/2019,O,289,2755,3481
G04127,8/1/2019,O,340,2381,3481
G04127,8/1/2019,O,2243,207,3481
G04231,8/1/2019,U,0,0,3151
G04231,8/1/2019,O,1014,966,3151
G04231,8/1/2019,O,3455,1004,3151
G04231,8/1/2019,O,1769,1118,3151
G04231,8/1/2019,O,560,1452,3151
G04231,8/1/2019,O,998,2084,3151
G04231,8/1/2019,O,6041,1393,3151
G04231,8/1/2019,O,499,868,3151
G04231,8/1/2019,O,0,0,3151
G04231,8/1/2019,G,88,22,3151
G04231,8/1/2019,G,0,0,3151
G04232,8/1/2019,G,0,0,3295
G04232,8/1/2019,U,0,0,3295
G04232,8/1/2019,O,0,0,3295
G04232,8/1/2019,G,628,137662,730
G04232,8/1/2019,G,9930,621089,730
G04232,8/1/2019,G,960,133773,730
G04232,8/1/2019,G,0,0,730
